"speed_5_pcnt","speed_10_pcnt","speed_15_pcnt","speed_20_pcnt","speed_25_pcnt","speed_30_pcnt","speed_35_pcnt","speed_40_pcnt","speed_45_pcnt","speed_50_pcnt","speed_55_pcnt","speed_60_pcnt","speed_65_pcnt","speed_70_pcnt","speed_75_pcnt","speed_80_pcnt","speed_85_pcnt","speed_90_pcnt","speed_95_pcnt","speed_100_pcnt","speed_mean","speed_min","speed_max","speed_variance","speed_std","tang_accel_5_pcnt","tang_accel_10_pcnt","tang_accel_15_pcnt","tang_accel_20_pcnt","tang_accel_25_pcnt","tang_accel_30_pcnt","tang_accel_35_pcnt","tang_accel_40_pcnt","tang_accel_45_pcnt","tang_accel_50_pcnt","tang_accel_55_pcnt","tang_accel_60_pcnt","tang_accel_65_pcnt","tang_accel_70_pcnt","tang_accel_75_pcnt","tang_accel_80_pcnt","tang_accel_85_pcnt","tang_accel_90_pcnt","tang_accel_95_pcnt","tang_accel_100_pcnt","tang_accel_mean","tang_accel_min","tang_accel_max","tang_accel_variance","tang_accel_std","norm_accel_5_pcnt","norm_accel_10_pcnt","norm_accel_15_pcnt","norm_accel_20_pcnt","norm_accel_25_pcnt","norm_accel_30_pcnt","norm_accel_35_pcnt","norm_accel_40_pcnt","norm_accel_45_pcnt","norm_accel_50_pcnt","norm_accel_55_pcnt","norm_accel_60_pcnt","norm_accel_65_pcnt","norm_accel_70_pcnt","norm_accel_75_pcnt","norm_accel_80_pcnt","norm_accel_85_pcnt","norm_accel_90_pcnt","norm_accel_95_pcnt","norm_accel_100_pcnt","total_accel_5_pcnt","total_accel_10_pcnt","total_accel_15_pcnt","total_accel_20_pcnt","total_accel_25_pcnt","total_accel_30_pcnt","total_accel_35_pcnt","total_accel_40_pcnt","total_accel_45_pcnt","total_accel_50_pcnt","total_accel_55_pcnt","total_accel_60_pcnt","total_accel_65_pcnt","total_accel_70_pcnt","total_accel_75_pcnt","total_accel_80_pcnt","total_accel_85_pcnt","total_accel_90_pcnt","total_accel_95_pcnt","total_accel_100_pcnt","cur_5_pcnt","cur_10_pcnt","cur_15_pcnt","cur_20_pcnt","cur_25_pcnt","cur_30_pcnt","cur_35_pcnt","cur_40_pcnt","cur_45_pcnt","cur_50_pcnt","cur_55_pcnt","cur_60_pcnt","cur_65_pcnt","cur_70_pcnt","cur_75_pcnt","cur_80_pcnt","cur_85_pcnt","cur_90_pcnt","cur_95_pcnt","cur_100_pcnt","cur_mean","cur_min","cur_max","cur_variance","cur_std","distance","distance_mean","distance_min","distance_max","distance_variance","distance_std","driver_no","trip_no","trip_file"
"0.100000000000023","3.31014702703386","6.99259876527967","11.009261066053","12.851746475319","14.6806713014757","16.2349005815527","17.1589004022134","18.3078650965546","19.4552038553036","20.1264246123402","20.5119477378429","20.8423006987165","21.5608136397666","21.9040486496212","22.3200804607999","23.016512459643","23.3788365835428","24.4200737099625","26.6582069914689","16.537628481813","0","26.6582069914689","53.2618811826583","7.29807379948012","1.63283425777998e-12","0.328084000000448","0.463980842399302","0.733618126330208","1.03749270385915","1.64042","2.31990421198883","3.29720339328086","3.60892400000045","3.66809063165018","3.84012476550824","3.95065451578855","3.99131412398084","4.14997081543477","4.31527127915286","4.58847706790696","5.49305314028901","7.14566446477276","7.98262824796139","15.6829642849483","3.51633505355375","0","30.48357665607","8.22476329405239","2.86788481185218","0.000860370785526312","0.00327731354989224","0.0055143021196862","0.00704309312877839","0.00971849753253937","0.0122348781529522","0.014418018527869","0.0195112665888879","0.0251666737373681","0.0287000444972196","0.0335763298643177","0.0391263662394545","0.0447759276767224","0.0507855321107041","0.0590285337382875","0.0709499722285022","0.0881664657852047","0.118534765051116","0.205547843084201","0.812276932112332","0.341971749619283","0.48949998853328","0.744061918211848","1.03480955869553","1.3848939266243","1.99947184167265","3.19518965020125","3.51103583616555","3.6684259631417","3.80202122394751","3.95599639092202","4.00820104690066","4.1150579483053","4.29532906985569","4.43617807114631","4.91228260414972","5.76506410881893","7.29560176261566","8.17661701390835","16.0125409007329","18.9750298959528","64.9902756992469","132.502729859622","208.595275610444","262.315787478973","334.62990215146","420.829062179717","481.109551918253","548.211923914268","613.703059780613","731.705035827893","884.832839687047","1227.7794901734","1565.89586112993","1936.69692372747","2656.1627462157","3487.57409640947","5583.03573287708","14306.3008017096","5832949070987313","142913303266681","0.353553389542022","90672611876850880","1.03776156679872e+31","3221430686509824","14255.4357513228","16.537628481813","0","26.6582069914689","53.2618811826583","7.29807379948012","1","1","1.csv"
"0","0","0","0","0","0.0999999999999943","0.100000000000009","0.164852813742397","0.223606797749985","1.10453610171874","3.02948947290238","4.69893532675018","5.99082632030004","6.70223776818018","7.46726188103778","7.93313119833974","8.31366812339327","8.7389643383804","10.1370967964255","11.2307613277106","3.5280785363985","0","11.2307613277106","14.9463171877881","3.86604671308924","0","0","6.59356434194954e-14","0.328083999999981","0.328084000000003","0.328084000000028","0.463980842397539","0.463980842397621","0.656168000000009","0.733618126330062","1.67290671809756","2.80315092477877","3.40542649955085","3.6238062239629","3.82959422357978","4.11088073723776","4.4139187918603","5.07177803181644","6.51567307737126","11.8519635473655","2.16580591745269","0","11.8519635473655","5.49534412059808","2.34421503292639","9.59232693306355e-14","0.00935849229478819","0.0190979421180272","0.0303059988553191","0.0519946245195693","0.0619310820019153","0.0697846790509608","0.0867512726082883","0.101135464608281","0.116579616099162","0.12476055763115","0.134191344952323","0.153864320486325","0.168999957610378","0.204945568561567","0.240914042270259","0.302987163895546","0.433199481968868","0.632455532074559","1.41421356184374","0.34179937610899","0.649054259617033","0.97837437227329","1.22251119109124","1.49128733363198","2.05413562114798","2.87216476461093","3.29212435556698","3.62551738170207","3.71801131699118","3.94693937597888","4.0433532182772","4.2232273205552","4.44531348302995","4.6306944727979","5.08773348321697","5.56020300022687","6.15813559515009","7.9795988229861","12.1920525232877","0.353553390568975","0.975696144802792","6.235974553339","14.9167035561798","22.2431979383734","32.8065535777571","38.1716424253575","45.0622299735648","56.4894928173446","70.8299078073562","78.2989556864495","84.6501616918189","99.3142078622666","113.071864686662","128.165707965465","173.454054310908","303.572676432634","614.578620866795","1515.44084250069","17802040615549.6","17458979357689.7","0.0707106781451237","2339343066291598","3.99376386970691e+28","199844035930695","836.154613126446","3.5280785363985","0","11.2307613277106","14.9463171877881","3.86604671308924","1","10","10.csv"
"0","0","0.427523439727883","3.8485823316384","4.65777797763996","5.57791369459858","6.26342526268227","6.67472272563161","7.17247452134486","7.37393647893269","7.46324326281814","7.87413447989363","8.20119843978428","8.46675790710562","8.92618676676185","9.13113697801779","10.2461055350617","11.5254065520745","12.7988280713509","14.7200543477258","6.69161075343026","0","14.7200543477258","14.2008273827624","3.76839851697805","0","0.262467199999781","0.463980842397456","0.46398084239772","0.733618126330036","1.18292368465929","1.67290671809765","2.2338529770559","3.28083999999996","3.53357282116781","3.66809063165018","3.71184673918118","3.82608404293671","3.95881423943606","4.17582758157869","4.38699541088052","4.6859200893745","7.19693902281817","7.92169960059773","13.2254888554639","3.12917551350883","0","13.2254888554639","6.28568756497186","2.50712735316175","0.00432741139095359","0.00831042886029716","0.0113584489271501","0.0168889494806815","0.0203376277443491","0.026449823324371","0.0302049231739338","0.0347431669170309","0.0404147626388178","0.0468271309007304","0.0535089498072052","0.0661361292507683","0.0808992737871386","0.0919551678533558","0.120850947710183","0.145722088134739","0.200301953803479","0.31107736380365","0.442882935366517","0.820729354670792","0.41713218329711","0.52782236035523","0.789362997599598","1.26349186462147","1.70610828441812","2.28471508425209","3.26436439907845","3.44985620585513","3.6418724969151","3.73971454295366","3.76804424132098","3.90102802817807","4.08075096024326","4.28772384643573","4.43332960101306","4.71818049893328","5.54325444164855","7.68119542909734","8.21488685029466","13.2632670001401","9.39235231552882","15.8646406537681","25.8860652186583","39.4882587769658","66.4077947347818","79.7716885718424","97.6047580311464","120.246054958183","142.557486463802","168.671269162293","196.13615112496","239.039160851773","285.100113346974","351.77064499701","403.135779581562","495.586515660336","719.334991387984","1023.16952202608","1573.98669434562","2149673469776422","41058327196534.3","0.570087718942074","5692467024690004","1.9317521938683e+29","439517029689215","1539.07047328896","6.69161075343026","0","14.7200543477258","14.2008273827624","3.76839851697805","1","100","100.csv"
"1.91557545469599","6.45675251896104","9.17948772820244","10.7832149587979","11.6142147813689","12.1593585357122","12.5801430834471","12.9879930689233","13.3276403297206","13.6883161857104","14.1146022380881","14.6756940085088","15.3460712509108","16.0625026569393","16.9431389609477","17.4157972986978","18.1702218432179","18.9019006847987","20.0820815654155","26.1375209229948","13.4258534487134","0","26.1375209229948","25.6388440693816","5.06348141789635","0.328083999999702","0.463980842396982","0.733618126328707","0.927961684796495","1.18292368465825","1.57114650106473","2.20085437899012","3.23125266304314","3.48758075882526","3.66809063164887","3.7407331416833","3.950654515788","4.00477559263203","4.18610663879985","4.3771865128152","4.69744800572571","5.72974073341323","7.47280877623236","8.21651737809297","16.7355002007037","3.57730603619465","0","22.1377702724994","8.00998268356893","2.83019128038529","0.00143282532204176","0.00405004387649832","0.006332208518544","0.0084426812361471","0.0123677776398688","0.0158182113987728","0.021527699162665","0.0279278607022366","0.0382189440723896","0.0464779879066335","0.0550198055214065","0.0611051810412515","0.0674403807732598","0.0763132785022753","0.0831429849572478","0.0934106948484301","0.116102898516898","0.154008058189913","0.230029617660028","0.770257976029213","0.379291045839107","0.576513932927713","0.782137616568198","1.07597692322376","1.37337353749022","1.80889567457523","2.68713233848593","3.3841398204827","3.57654397190268","3.731961633319","3.87599692826611","4.00605676779447","4.11275763758426","4.28646082100488","4.47973378346266","4.92650640131257","6.07640449350265","7.5896191168824","8.39103553303352","16.886539245879","21.2261810911651","62.6926730902578","93.4573222613021","126.344815006913","149.084703099432","172.361781564676","206.952340038549","238.519356185474","276.462318771869","323.913902715742","386.118513803806","495.739936672049","645.543987822526","855.81817556871","1133.19323314742","1597.91515586985","2350.65875864863","3515.18670770711","8528.60797742952","738507947270231","9044414544848.24","0.158114226117313","6715417724387988","3.18758391479145e+28","178538060782329","22004.9738024412","13.4258534487134","0","26.1375209229948","25.6388440693816","5.06348141789635","1","101","101.csv"
"0","0.100000000000023","0.721110255092964","2.26715680975093","3.54682957019364","4.50000000000028","5.31507290636734","6.45368112010493","7.45452882481509","8.13203541556498","9.13509715328757","10.2239913927976","11.4","12.6530628703094","13.5417871789509","15.3805071437843","18.180484041961","19.3258893715141","20.4831638181215","27.4142298815779","9.60750855960833","0","613.731944744609","416.536203109139","20.4092185815415","0","0.328084000000075","0.463980842397456","0.656168000000149","0.984251999999925","1.39194252719242","1.91304202146738","2.51137423386558","3.28084000000001","3.54877105397693","3.66809063165093","3.82608404293688","3.96425405520065","4.17582758157812","4.40170875798075","4.73169473863721","5.66360795736193","7.29495384365605","7.8815307394366","41.8419662698329","7.3878586982639","0","1952.16960620465","7741.56471269444","87.9861620523048","0.0023645169806695","0.00508486833568467","0.00959809377803564","0.0131911315083838","0.0174128638048836","0.0237639901206587","0.0295931311066564","0.036213362651457","0.0438944425671662","0.0542084722383894","0.0609811034936623","0.0749801610225465","0.0900422312137855","0.105669436626254","0.13267149302616","0.168370984733161","0.224937769151671","0.306901778364033","0.452123503622768","0.978501946229143","0.463694960273176","0.673504061080724","0.99495240688446","1.35840801824157","1.76265896405913","2.2272169811651","2.93869775266066","3.46368106634917","3.64562774654044","3.77115494329707","3.96074469243063","4.06218428229145","4.24012241661884","4.44299131033065","4.71411924564379","5.3906307865757","6.70166790673583","7.6089553348698","8.2765688959915","41.9484574112203","2.73827327159181","10.4018292975093","18.279442585758","29.8994168753368","43.0121806219344","61.9477418753697","89.3109092624891","127.403255227129","151.247263097809","189.027513378668","257.007465923902","331.870509548633","391.768092728942","514.427301765745","666.816362051263","801.987662406747","1239.68308561457","2194.90507985801","4250.88959464404","2099902811702799","50267579372865.9","0.0707106801845812","20504782853302644","6.98494559039264e+29","835759869244308","9434.57340553538","9.60750855960833","0","613.731944744609","416.536203109139","20.4092185815415","1","102","102.csv"
"0","0","0.141421356237322","0.316227766016847","1.11803398874989","1.20912938822947","2.99380440197346","5.58510547298399","7.75362946805285","10.8078675047395","12.9525870770328","15.6661350844713","18.0547606331896","20.6155033964545","22.9825894778006","25.984989167062","28.6504971352808","30.256121463561","31.6221439959262","34.5013043231701","12.6934923283847","0","34.5013043231701","134.215431918537","11.5851384073966","0","0.328084","0.463980842395083","0.656168","0.73361812633271","1.18292368466198","1.76678641058392","3.11247811157605","3.42529752066941","3.60892399999821","3.74073314168121","3.84012476550785","3.99131412398028","4.20152522462378","4.41391879186014","4.99722660732847","6.76362493037566","7.55306089341701","8.58678001776141","19.6850399999985","3.65002691908479","0","26.9108888590616","11.2723855482397","3.35743734837148","0.000907055542889475","0.00246490332155702","0.00408739604852039","0.00698807753920653","0.0116808282569466","0.0248601750868643","0.0344126264529485","0.0412550144325052","0.046968421700149","0.0539879820155946","0.0651141284954032","0.0772709110206227","0.0993898938176051","0.128551935690374","0.168482658546751","0.228011817384727","0.349806618365931","0.479744439437823","0.894427191944216","1.99999999999645","0.374915636786735","0.666555682038158","0.837847443327525","1.21240959214542","1.52787710876456","2.32744428311606","3.31979215930464","3.58349952783114","3.78042626479618","3.96274681604479","4.0642102960489","4.26828122985281","4.42273796818631","4.76305722682278","5.33236291974353","6.24461642746135","7.458850363059","7.93924394092107","9.63221212415453","20.9014557178355","0.602079728941864","0.866033708650127","5.50796557007307","12.9574645014068","28.479593220281","55.5982749153755","89.624420513894","135.06210569681","209.076110936935","330.286076931709","407.087543392683","521.009275654407","684.642061989891","836.592783206564","1186.52146500244","2543.37496663915","4755.7595986653","8780.93839092605","21181.9073260796","1422491520057933","16286203187433.3","0.158113882790547","7251783079451612","8.59621992740091e+28","293193109185753","17364.6975052302","12.6934923283847","0","34.5013043231701","134.215431918537","11.5851384073966","1","103","103.csv"
"0","0","0","0.0999999999999773","0.705812103118154","1.34222296862663","4.25152894991721","4.96952945120043","5.89142320808092","6.81430315145908","7.50753288312303","8.15253921113975","8.71695376489544","9.69818353301913","10.2883846128328","11.2354053595674","15.5065236257314","17.0273276841508","17.308653832722","18.6510053348338","7.05770848963445","0","42.7468127466832","39.2414840137361","6.26430235650676","0","0","3.26364784086771e-14","0.463980842397562","0.733618126330041","1.3406082902526","2.22560332753938","2.988660016364","3.42529752066908","3.57884752698899","3.66809063165037","3.84012476550855","3.9642540552008","4.2776920038169","4.55788859383478","5.05246882729294","5.7842903964279","7.44322652750781","8.76608052113115","16.2889658589194","4.2221771275763","0","106.313897757703","90.4154465103014","9.50870372397318","0.00530898831413092","0.0116864921016547","0.0147921534894723","0.0200208027281957","0.024295347040404","0.0300802322737222","0.0384377550542894","0.0449324765044359","0.0536734613438201","0.0643789087699209","0.0691249292311473","0.0854113216883914","0.107662860482074","0.129860627293777","0.158164654774872","0.210477483287463","0.313896059943329","0.489645479041723","0.6518405037767","1.78885438191234","0.573080001879689","1.03343084360108","1.65086456134702","2.41747609288965","3.0179028028915","3.39200254238817","3.59876001139063","3.75571811530258","3.95455372423767","4.06622269349637","4.27282349818525","4.44371777751961","4.60564602745711","5.01477526246529","5.42167945325353","6.00049781169873","7.35236297921529","8.08742481169358","9.31724504964701","16.4416200136911","0.765195939275646","4.5121584391335","12.1632630734982","20.9257948562443","31.4550347263968","51.7397332811493","73.6794722726628","92.9636014877311","114.208240662224","150.813697772817","196.35399229872","252.383240331018","275.283723040642","325.8165035017","406.751386042238","491.300367308972","735.996257000224","975.891053197584","1807.66874262796","45300.8317499726","2108.94009816166","0.158113882700679","222494.413371911","275164631.284199","16588.087029076","1785.60024787751","7.05770848963445","0","42.7468127466832","39.2414840137361","6.26430235650676","1","104","104.csv"
"0","0","0","0","0.141421356237241","0.360555127546415","1.61674001217011","4.44202625508906","6.78527058626133","8.34885042281291","10.1201586492274","10.4964725447948","10.7562975671178","11.2148951894146","11.5954210652546","11.886110254202","12.0560353940839","12.4869120150898","12.7541334272023","13.8177422178878","6.55097198520605","0","13.8177422178878","27.9671741632892","5.28839996249236","0","0","0","0.328083999999702","0.328084000000448","0.46398084239743","0.502418273918316","0.733618126329991","0.927961684795374","1.18292368465936","1.85592336959072","3.30023830383514","3.64422671611546","3.7407331416822","3.82608404293721","4.12876653223724","4.6487074361051","7.14829761939071","7.81617279251234","14.6172376133852","2.59028158460077","0","14.6172376133852","8.52679457538383","2.92006756349641","0.00195870874413011","0.00399039482390323","0.00763549387012333","0.0123347758363486","0.0177259000807873","0.0200351001636387","0.0257081301759729","0.0304381748861398","0.0381310443047169","0.0441855868706779","0.054208363869331","0.0624741153485501","0.0831812589786584","0.11123619538094","0.128303563791284","0.190409611758344","0.215852959213217","0.392232269602201","0.584224606459415","1.34534558801643","0.354774146342369","0.524770448984066","0.698636312924027","0.932262515018634","1.01729310975492","1.18723223479386","1.47564319761596","2.30883010053321","3.43708640542415","3.67752505723412","3.73047134742074","3.76788919934766","3.94609799330109","4.19540956167063","4.51862091238583","5.61905595803309","7.3559814535772","7.68545561085961","9.13406293826242","14.7456236694452","1.61427469749845","6.56309943833326","24.086247839399","29.5339377714675","46.1337753171189","67.0398923277638","104.699960310231","157.58404640441","199.306740503698","244.027164260766","279.091815829931","306.666244744408","398.154761511073","489.406018346091","582.160410603066","774.624075237196","1125.81327763374","1851.08369713834","3814.63517777517","19052.9510258937","20938899712670.4","0.570087715595463","1669240111676848","3.03507911123483e+28","174214784425284","1270.88856512997","6.55097198520605","0","13.8177422178878","27.9671741632892","5.28839996249236","1","105","105.csv"
"0","0","0","0","0","0","0","0","0","0","0","0","0.0999999999999996","0.1","0.1","0.108284271247464","0.14142135623731","0.223606797749979","0.412310562561766","1.20415945787923","0.0979461148069295","0","1.20415945787923","0.0572359709579074","0.23924040410831","0","0","0","0","0","0","0","0","0","0.328083999999999","0.328084","0.328084","0.328084","0.328084000000002","0.463980842397614","0.463980842397615","0.656168000000001","0.733618126330042","3.6680906316502","4.14997081543473","0.543776426955484","0","7.48146628336452","1.11594956839361","1.05638514207348","0.128228730062896","0.166090959707472","0.22665821680698","0.248069469178424","0.282842712474632","0.387845164167562","0.437045797165327","0.485071250072666","0.600589315898632","0.632455532033633","0.632455532033676","0.632455532033725","0.894427190999844","0.894427190999912","0.894427190999947","0.894427191000057","1.63905589526302","1.78885438199988","1.91765626207864","2.00000000000001","0.418523964899526","0.505947875949013","0.610926712474639","0.632455532033707","0.74113059295684","0.939183491183728","0.960539532033688","1.04588806953773","1.13662259403272","1.22251119099992","1.35840803339737","1.35840803339759","1.36607365836372","1.80240357521718","3.58370235794154","4.19896958053727","5.17510967778188","5.31573779396821","5.62129175699402","5.99131412398073","0.158113883008394","0.15811388300841","0.158113883008419","0.158113883008428","0.223606797749962","0.223606797749993","0.353553390593254","0.353553390593293","0.460977222864613","0.46097722286481","0.570087712549574","0.587632963677181","0.602079728939616","0.603858402619517","0.6202369527455","0.651920240520012","0.651920240520273","0.79764998723055","1.45773797371128","67135699401620","9453198816264.36","0.0707106781186594","1262679553221676","1.09541735458701e+28","104662187755990","110.67910973183","0.0979461148069295","0","1.20415945787923","0.0572359709579074","0.23924040410831","1","106","106.csv"
"0","0.100000000000364","0.256186550848825","2.42917658075406","4.67813836965454","5.78195212655543","6.96415823883361","8.41308429034512","9.9841837931902","11.5117247544115","12.4635444975104","13.1606230846761","14.4253249530123","15.8819078826338","18.926416591247","25.3398189471351","26.3491935360452","27.05124766069","28.16887606746","30.4868824250691","12.3988961847457","0","30.4868824250691","90.9402789362706","9.53626126614989","2.53632060775999e-12","0.328084000000001","0.46398084239739","0.463980842400146","0.733618126330041","1.03749270385786","1.35272498607545","2.2722842787904","3.11247811158044","3.53357282116379","3.66809063164927","3.8260840429367","3.96425405520075","4.1108807372376","4.27769200381703","4.5931759999991","5.29934286279494","6.80164145100143","7.88084811928889","13.8457667462201","3.17458574938176","0","19.4013909646402","6.55670403797071","2.56060618564642","0.0011484707471196","0.00307354700042189","0.00477131841845909","0.00765153558817791","0.011628241050577","0.0196967191425252","0.0272606176893428","0.0347049192977287","0.0396284049557643","0.0444580022901014","0.0500580047198573","0.0595226228267364","0.070296241004014","0.0825349683399274","0.0960877692375946","0.140923365772375","0.181631271829092","0.288940806554716","0.491584049074595","1.43371714002311","0.374364970082076","0.577010553774276","0.749090070429539","1.04145218745766","1.26145569868811","1.75113141695761","2.51825196085122","3.27018639789894","3.56068642853752","3.71633479397669","3.88976156235975","4.01896275396377","4.15062511307155","4.30635227278024","4.56316006923986","5.04435156735352","5.82591150372908","7.19984763615505","8.02182268766874","14.2890745513947","0.60660958967296","7.77732707368337","23.8484328909899","41.6008900610934","76.6992656804542","119.617663981231","147.121347727618","188.115031231855","258.100156617872","330.713013305287","416.607672685207","543.73659437172","630.960874115913","728.715003920871","893.712271928949","1374.7460827313","2735.27223156538","5500.32920277877","12531.3721000695","300614342617212","23262756290676.1","0.0707106717152462","5516412875992941","8.99368942758933e+28","299894805349965","13613.9880108508","12.3988961847457","0","30.4868824250691","90.9402789362706","9.53626126614989","1","107","107.csv"
